upstream_path	upstream_sha256	line	case_id	parameter	baseline_disposition	case_evidence	allocation	owner_or_proposed_task	evidence_candidate
packages/coding-agent/test/suite/regressions/6260-inline-extension-naming.test.ts	sha256:ce7692b1620f0ab49da896d123a263903a6e531a2659f20c4ce36c0996b7e218	36	inline extension naming › displays bare factories as <inline:N>		pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/6260-inline-extension-naming.test.ts	sha256:ce7692b1620f0ab49da896d123a263903a6e531a2659f20c4ce36c0996b7e218	56	inline extension naming › displays named wrappers as <inline:name>		pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/6260-inline-extension-naming.test.ts	sha256:ce7692b1620f0ab49da896d123a263903a6e531a2659f20c4ce36c0996b7e218	79	inline extension naming › preserves hidden state for named factories		pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/6260-inline-extension-naming.test.ts	sha256:ce7692b1620f0ab49da896d123a263903a6e531a2659f20c4ce36c0996b7e218	99	inline extension naming › supports mixed bare and named factories		pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/6324-branch-summary-ambient-auth.test.ts	sha256:6d35ff8fdce4b909a53b027b9cda24f71e7bcb03af625dd04512d4f81f500ef3	15	issue #6324 branch summary ambient auth › summarizes tree branches when request auth has no API key		pending	unverified-case	proposal	next-regression-summary-auth	-
packages/coding-agent/test/suite/regressions/6363-agent-settled-event.test.ts	sha256:e35475a593becf602a424f3e511a07cfc9be27ac7eaf4aa025de2cc8aaaf185e	29	regression #6363: agent settled event and idle waiting › emits one agent_settled event after automatic retry finishes		partial	unverified-case	proposal	next-regression-settlement	internal/codingagent/event_bridge_test.go#TestEmitAgentSettled_BridgesToRunner; internal/codingagent/extension_isidle_test.go#TestExtensionIsIdleIsTrueByTheTimeAgentSettledCanBeObserved
packages/coding-agent/test/suite/regressions/6363-agent-settled-event.test.ts	sha256:e35475a593becf602a424f3e511a07cfc9be27ac7eaf4aa025de2cc8aaaf185e	64	regression #6363: agent settled event and idle waiting › settles only after follow-ups queued by agent_end handlers run		partial	unverified-case	proposal	next-regression-settlement	internal/codingagent/event_bridge_test.go#TestEmitAgentSettled_BridgesToRunner; internal/codingagent/extension_isidle_test.go#TestExtensionIsIdleIsTrueByTheTimeAgentSettledCanBeObserved
packages/coding-agent/test/suite/regressions/6363-agent-settled-event.test.ts	sha256:e35475a593becf602a424f3e511a07cfc9be27ac7eaf4aa025de2cc8aaaf185e	92	regression #6363: agent settled event and idle waiting › extension command waitForIdle waits for session-level settlement		partial	unverified-case	proposal	next-regression-settlement	internal/codingagent/event_bridge_test.go#TestEmitAgentSettled_BridgesToRunner; internal/codingagent/extension_isidle_test.go#TestExtensionIsIdleIsTrueByTheTimeAgentSettledCanBeObserved
packages/coding-agent/test/suite/regressions/6596-taskkill-enoent.test.ts	sha256:4ce3f882081072294b0850269caec1017266079381d8fce609423dd27118bb80	30	issue #6596 taskkill spawn failures › uses System32 taskkill and consumes its asynchronous spawn error		pending	unverified-case	proposal	next-regression-bash-process	-
packages/coding-agent/test/suite/regressions/6647-compaction-retries-transient-stream-drop.test.ts	sha256:dd9172e0d2d2547a89c8c065e51431a6906d68ce0c6323c6baa732bf90aecb14	82	#6647 compaction retries transient summarization failures › retries a transient `terminated` summarization error and compacts successfully		partial	unverified-case	proposal	next-regression-compaction-retry	coding/session_test.go#TestIsRetryableCompactionError
packages/coding-agent/test/suite/regressions/6647-compaction-retries-transient-stream-drop.test.ts	sha256:dd9172e0d2d2547a89c8c065e51431a6906d68ce0c6323c6baa732bf90aecb14	114	#6647 compaction retries transient summarization failures › does not retry a non-retryable error (insufficient_quota)		partial	unverified-case	proposal	next-regression-compaction-retry	coding/session_test.go#TestIsRetryableCompactionError
packages/coding-agent/test/suite/regressions/6647-compaction-retries-transient-stream-drop.test.ts	sha256:dd9172e0d2d2547a89c8c065e51431a6906d68ce0c6323c6baa732bf90aecb14	131	#6647 compaction retries transient summarization failures › does not retry when retry is disabled		partial	unverified-case	proposal	next-regression-compaction-retry	coding/session_test.go#TestIsRetryableCompactionError
packages/coding-agent/test/suite/regressions/6647-compaction-retries-transient-stream-drop.test.ts	sha256:dd9172e0d2d2547a89c8c065e51431a6906d68ce0c6323c6baa732bf90aecb14	148	#6647 compaction retries transient summarization failures › stops retrying after maxRetries and reports failure		partial	unverified-case	proposal	next-regression-compaction-retry	coding/session_test.go#TestIsRetryableCompactionError
packages/coding-agent/test/suite/regressions/6647-compaction-retries-transient-stream-drop.test.ts	sha256:dd9172e0d2d2547a89c8c065e51431a6906d68ce0c6323c6baa732bf90aecb14	169	#6647 compaction retries transient summarization failures › aborts an in-flight retry backoff via abortCompaction		partial	unverified-case	proposal	next-regression-compaction-retry	coding/session_test.go#TestIsRetryableCompactionError
packages/coding-agent/test/suite/regressions/6768-copilot-compaction-base-url.test.ts	sha256:8a8c424bb9bea4328dd7dcb6e65cfd5da229ecaef8957122a4bb29fe891bbc5b	49	issue #6768 Copilot compaction base URL › uses the auth-resolved base URL through the SDK-style stream wrapper		pending	unverified-case	proposal	next-regression-summary-auth	-
packages/coding-agent/test/suite/regressions/6904-dns-transport-retry.test.ts	sha256:f16d09bdf5ef2d2538bac38c7a3250e13ef19a9227ef81191387d281fa803ef0	9	issue #6904 DNS transport failure retry › retries a transient DNS lookup failure		ported	existing-ported-rerun	preserved-ported	integrator	coding/session_dns_retry_test.go#TestSendRetriesDNSLookupFailure
packages/coding-agent/test/suite/regressions/6949-unavailable-scoped-model.test.ts	sha256:20c6f5a0a13fd7a666fd1f02561c35fe4223f05c309765912a1c0a31f9cde928	62	issue #6949 unavailable scoped models › shows and removes an enabled model without a catalog entry		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/6949-unavailable-scoped-model.test.ts	sha256:20c6f5a0a13fd7a666fd1f02561c35fe4223f05c309765912a1c0a31f9cde928	94	issue #6949 unavailable scoped models › passes unmatched settings patterns to the selector with one combined resolution		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/6949-unavailable-scoped-model.test.ts	sha256:20c6f5a0a13fd7a666fd1f02561c35fe4223f05c309765912a1c0a31f9cde928	114	issue #6949 unavailable scoped models › opens when only a session-scoped model is unavailable		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/6949-unavailable-scoped-model.test.ts	sha256:20c6f5a0a13fd7a666fd1f02561c35fe4223f05c309765912a1c0a31f9cde928	132	issue #6949 unavailable scoped models › does not clear a partial scope when an enabled model is unavailable		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/6999-models-json-hot-reload.test.ts	sha256:f06a2e4cd202a21854d1b652eeeb202adc4645189f74191725e30ec7e021eadc	59	issue #6999 models.json hot reload › reloads models.json when opening /model		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/7027-credential-refresh-hang.test.ts	sha256:9fa83fcef17cf5fed6f849f74193fe568a19476001678ed20835dff356ebbfbb	40	issues #7027 and #7113 credential refresh hang › does not hold login behind an older stalled network catalog refresh		pending	unverified-case	proposal	next-regression-login-refresh	-
packages/coding-agent/test/suite/regressions/7027-credential-refresh-hang.test.ts	sha256:9fa83fcef17cf5fed6f849f74193fe568a19476001678ed20835dff356ebbfbb	89	issues #7027 and #7113 credential refresh hang › completes interactive login before its bounded background refresh		pending	unverified-case	proposal	next-regression-login-refresh	-
packages/coding-agent/test/suite/regressions/7027-credential-refresh-hang.test.ts	sha256:9fa83fcef17cf5fed6f849f74193fe568a19476001678ed20835dff356ebbfbb	184	post-login model discovery › selects $selected from the refreshed catalog $models	models=[fast,balanced]; selected=balanced	pending	unverified-case	proposal	next-regression-login-refresh	-
packages/coding-agent/test/suite/regressions/7027-credential-refresh-hang.test.ts	sha256:9fa83fcef17cf5fed6f849f74193fe568a19476001678ed20835dff356ebbfbb	184	post-login model discovery › selects $selected from the refreshed catalog $models	models=[fast,powerful]; selected=fast	pending	unverified-case	proposal	next-regression-login-refresh	-
packages/coding-agent/test/suite/regressions/7027-credential-refresh-hang.test.ts	sha256:9fa83fcef17cf5fed6f849f74193fe568a19476001678ed20835dff356ebbfbb	197	post-login model discovery › reports an empty catalog only after refresh		pending	unverified-case	proposal	next-regression-login-refresh	-
packages/coding-agent/test/suite/regressions/7027-credential-refresh-hang.test.ts	sha256:9fa83fcef17cf5fed6f849f74193fe568a19476001678ed20835dff356ebbfbb	204	post-login model discovery › preserves a model selected during refresh		pending	unverified-case	proposal	next-regression-login-refresh	-
packages/coding-agent/test/suite/regressions/7027-credential-refresh-hang.test.ts	sha256:9fa83fcef17cf5fed6f849f74193fe568a19476001678ed20835dff356ebbfbb	212	post-login model discovery › bounds refresh to 15 seconds		pending	unverified-case	proposal	next-regression-login-refresh	-
packages/coding-agent/test/suite/regressions/7048-compaction-truncated-summary.test.ts	sha256:3db8ba6972e64c5365c48f87250d496d2c71703e717737cd4bb9496bea876f94	40	#7048 truncated compaction summaries › does not persist a length-limited summary		ported	existing-ported-rerun	preserved-ported	integrator	coding/session_summarization_test.go#TestCompactDoesNotPersistLengthLimitedSummary
packages/coding-agent/test/suite/regressions/7150-rpc-prompt-during-compaction.test.ts	sha256:bde1a3c51d6867ff2c453357dd07516b423b5c26aae4f30933553aa28328019b	14	issue #7150: RPC prompt during manual compaction › rejects an RPC prompt while manual compaction is in progress		ported	existing-ported-rerun	preserved-ported	integrator	cmd/pig/rpc_ui_integration_test.go#TestRPCModePromptRejectsWhileCompactionWaitsOnExtensionUI
packages/coding-agent/test/suite/regressions/7153-scoped-models-refresh.test.ts	sha256:3403a6201a245a62421e8b43525d06f46328a6f7ac64875c2c3dd980d7935839	76	issue #7153 scoped models refresh › renders cached models immediately and updates after background refresh		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/7153-scoped-models-refresh.test.ts	sha256:3403a6201a245a62421e8b43525d06f46328a6f7ac64875c2c3dd980d7935839	98	issue #7153 scoped models refresh › cancels the background refresh when the selector closes		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/7187-malformed-package-manifest.test.ts	sha256:7faca11638d719a5434fb5a8178ba2750060f9d80d1b687eda04494b499b0a1e	10	issue #7187 malformed package manifest › ignores invalid resource fields without dropping valid fields		pending	unverified-case	proposal	next-regression-resources	-
packages/coding-agent/test/suite/regressions/7193-event-bus-lifecycle.test.ts	sha256:18bc4f3388b37bffd7b48779a1242228f6b25ef2b6765362ed2dcf7fc9798508	16	issue #7193 extension event-bus lifecycle › removes extension-owned event-bus listeners on reload and dispose		pending	unverified-case	proposal	next-regression-eventbus	-
packages/coding-agent/test/suite/regressions/7209-model-selector-filter-resets-selection.test.ts	sha256:5ca7bfc1c50f66593d29a59c2915b0374c06c402ebafb27ac1b2e1f4119f695f	39	model selector filter resets selection to top › moves selection to the first row in the All tab when typing a query		partial	unverified-case	proposal	next-regression-scoped-models	tui/model_select_test.go#TestModelSelector_FilterResetsSelectionToBestMatch
packages/coding-agent/test/suite/regressions/7209-model-selector-filter-resets-selection.test.ts	sha256:5ca7bfc1c50f66593d29a59c2915b0374c06c402ebafb27ac1b2e1f4119f695f	85	model selector filter resets selection to top › moves selection to the first row in the Scoped tab when typing a query		partial	unverified-case	proposal	next-regression-scoped-models	tui/model_select_test.go#TestModelSelector_FilterResetsSelectionToBestMatch
packages/coding-agent/test/suite/regressions/7253-manual-compact-during-response.test.ts	sha256:088eade6d22da9ea35b4f1668dfe19b68651042cf4a30f51d9a220999e6392d1	26	issue #7253: manual compaction during an active response › persists the aborted response before running the requested manual compaction		pending	unverified-case	proposal	next-regression-compaction-cancel	-
packages/coding-agent/test/suite/regressions/7269-cli-end-of-options.test.ts	sha256:679b006e7ca063961eac153b8d5958c56bb5bb4ea4658415b361d01eb8817420	14	issue #7269 CLI end-of-options delimiter › passes %j as a prompt after --	- summarize the following points for me	pending	unverified-case	existing-branch-fix	next-div-main-cli	-
packages/coding-agent/test/suite/regressions/7269-cli-end-of-options.test.ts	sha256:679b006e7ca063961eac153b8d5958c56bb5bb4ea4658415b361d01eb8817420	14	issue #7269 CLI end-of-options delimiter › passes %j as a prompt after --	--answer my question briefly	pending	unverified-case	existing-branch-fix	next-div-main-cli	-
packages/coding-agent/test/suite/regressions/7269-cli-end-of-options.test.ts	sha256:679b006e7ca063961eac153b8d5958c56bb5bb4ea4658415b361d01eb8817420	29	issue #7269 CLI end-of-options delimiter › stops parsing options while retaining @file handling		pending	unverified-case	existing-branch-fix	next-div-main-cli	-
packages/coding-agent/test/suite/regressions/7290-json-stream-linear.test.ts	sha256:51353e72b7bd93fbade029e8c411e05f3104ffdba5bb2ff161764181df722e41	37	regression #7290: JSON event streams stay linear › emits delta-only message updates whose size scales linearly		pending	unverified-case	proposal	next-regression-json-stream	-
packages/coding-agent/test/suite/regressions/7301-stalled-availability-refresh.test.ts	sha256:5f505f4177e4da8e14a5796cce26f53fc7db727a3461a963674384bc82aa2b70	70	issue #7301 stalled availability refresh › recovers without letting the stalled refresh overwrite the newer snapshot		pending	unverified-case	proposal	next-regression-refresh-replacement	-
packages/coding-agent/test/suite/regressions/7301-stalled-availability-refresh.test.ts	sha256:5f505f4177e4da8e14a5796cce26f53fc7db727a3461a963674384bc82aa2b70	93	issue #7301 stalled availability refresh › does not let a stale failure overwrite newer availability error state		pending	unverified-case	proposal	next-regression-refresh-replacement	-
packages/coding-agent/test/suite/regressions/7301-stalled-availability-refresh.test.ts	sha256:5f505f4177e4da8e14a5796cce26f53fc7db727a3461a963674384bc82aa2b70	108	issue #7301 stalled availability refresh › does not let a stale provider-scoped failure overwrite a newer availability pass		pending	unverified-case	proposal	next-regression-refresh-replacement	-
packages/coding-agent/test/suite/regressions/7443-model-command-cached-match.test.ts	sha256:f338ec3e03e046629206afe930c46182ba91ee1aa22fdd78a0f31cdf7066ad2c	20	issue #7443 /model cached match › matches the availability snapshot without starting a catalog refresh		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/7443-model-command-cached-match.test.ts	sha256:f338ec3e03e046629206afe930c46182ba91ee1aa22fdd78a0f31cdf7066ad2c	32	issue #7443 /model cached match › uses a caller-owned deadline only after a cache miss		pending	unverified-case	proposal	next-regression-scoped-models	-
packages/coding-agent/test/suite/regressions/7497-session-discovery-symlink.test.ts	sha256:2fbcbf5838dd6e82ace283aac992f5aced0a09fc60093469d7766386e4916782	41	regression #7497: discover sessions through symlinked directories › discovers a session through a directory link and preserves the alias path		pending	unverified-case	proposal	next-regression-session-discovery	-
packages/coding-agent/test/suite/regressions/7497-session-discovery-symlink.test.ts	sha256:2fbcbf5838dd6e82ace283aac992f5aced0a09fc60093469d7766386e4916782	53	regression #7497: discover sessions through symlinked directories › ignores a broken directory link without hiding valid sessions		pending	unverified-case	proposal	next-regression-session-discovery	-
packages/coding-agent/test/suite/regressions/7497-session-discovery-symlink.test.ts	sha256:2fbcbf5838dd6e82ace283aac992f5aced0a09fc60093469d7766386e4916782	65	regression #7497: discover sessions through symlinked directories › ignores links to files		pending	unverified-case	proposal	next-regression-session-discovery	-
packages/coding-agent/test/suite/regressions/7572-provider-retry-settings-merge.test.ts	sha256:7b50e25746f36f0118df8f7931a772166da8656618768bd6ff094f873c02936a	5	regression #7572: nested provider retry settings merge › preserves global provider settings not overridden by the project		pending	unverified-case	proposal	next-regression-settings-reload	-
packages/coding-agent/test/suite/regressions/7731-tui-method-wrapping.test.ts	sha256:1dfe1390fa3f920b02b3e7bf985282b1874dc034d455a08fb5d09dc86ec3b818	6	TUI method wrapping › calls the method captured before a replacement		pending	unverified-case	proposal	next-regression-tui-methods	-
packages/coding-agent/test/suite/regressions/7731-tui-method-wrapping.test.ts	sha256:1dfe1390fa3f920b02b3e7bf985282b1874dc034d455a08fb5d09dc86ec3b818	17	TUI method wrapping › routes a captured method to a replacement renderer		pending	unverified-case	proposal	next-regression-tui-methods	-
packages/coding-agent/test/suite/regressions/7829-invalid-settings-warning.test.ts	sha256:6460c0490bd1e17a00d96b3e6e2ef909944a0f5a2b8e3f24c127788fd2220118	15	issue #7829 invalid settings warning › renders startup diagnostics inside the transcript		pending	unverified-case	proposal	next-regression-reload-ui	-
packages/coding-agent/test/suite/regressions/7911-json-stream-usage.test.ts	sha256:22454a026f3e7456bec9cf19934ed2ea2374250eda6574b7f58fc7d868a2f11b	13	regression #7911: JSON message updates retain usage › includes cumulative usage without cumulative message snapshots		pending	unverified-case	proposal	next-regression-json-stream	-
packages/coding-agent/test/suite/regressions/7925-toolcall-start-metadata.test.ts	sha256:fd05bd39358272ec460f00eb886a9d4dd8e483b19a19b0e92a61f7bd175a8599	13	regression #7925: tool-call metadata is available when streaming starts › includes the tool call id and name without cumulative snapshots		pending	unverified-case	proposal	next-regression-json-stream	-
packages/coding-agent/test/suite/regressions/8237-node-sea-extension-loading.test.ts	sha256:21cb3ab08f4c5e54b338cf004cdbc335964318647cc2d88c247f234e91af1720	51	Node SEA extension loading › loads jiti and bundled virtual modules only when importing an extension		pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/8261-subagent-project-trust.test.ts	sha256:21f699dfc91e240657599559db6203cd36360e5435fe1310cddbe5d3446ae3f6	69	regression #8261: subagent project trust › skips per-call confirmation for trusted projects		partial	unverified-case	proposal	next-regression-subagent-trust	internal/codingagent/trust_manager_test.go
packages/coding-agent/test/suite/regressions/8261-subagent-project-trust.test.ts	sha256:21f699dfc91e240657599559db6203cd36360e5435fe1310cddbe5d3446ae3f6	76	regression #8261: subagent project trust › keeps confirmation for untrusted interactive projects		partial	unverified-case	proposal	next-regression-subagent-trust	internal/codingagent/trust_manager_test.go
packages/coding-agent/test/suite/regressions/8328-zero-usage-auto-compaction.test.ts	sha256:d674c7a6ec94e556c900217e3dfb2e72cba55cfac4598929cc1fd939517d30dc	50	issue #8328 zero-usage auto-compaction › uses the message estimate when no assistant has reported usage		ported	existing-ported-rerun	preserved-ported	integrator	coding/session_zero_usage_compaction_test.go#TestZeroUsageAutoCompactionUsesMessageEstimate
packages/coding-agent/test/suite/regressions/8328-zero-usage-auto-compaction.test.ts	sha256:d674c7a6ec94e556c900217e3dfb2e72cba55cfac4598929cc1fd939517d30dc	66	issue #8328 zero-usage auto-compaction › does not compact when the zero-usage message estimate is below the threshold		ported	existing-ported-rerun	preserved-ported	integrator	coding/session_zero_usage_compaction_test.go#TestZeroUsageAutoCompactionUsesMessageEstimate
packages/coding-agent/test/suite/regressions/8337-utf8-bom-parsing.test.ts	sha256:c747d81f18f6929cffa7b9228fb99552f15c36116ef3a4396d2582804ad2b62f	22	issue #8337 UTF-8 BOM parsing › loads frontmatter and settings with a leading BOM		ported	existing-ported-rerun	preserved-ported	integrator	internal/codingagent/bom_readers_test.go#TestSettingsFileWithBOMLoads; internal/codingagent/bom_readers_test.go#TestFrontmatterParseStripsBOM
packages/coding-agent/test/suite/regressions/8423-extension-factory-failure.test.ts	sha256:ab6b2c52acd5282b8a40efa51a1fa291b0d5c0bce9128a9f9867ea5255ca18b8	12	issue #8423 extension factory failure › discards runtime changes and disables the failed API		pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/8423-extension-factory-failure.test.ts	sha256:ab6b2c52acd5282b8a40efa51a1fa291b0d5c0bce9128a9f9867ea5255ca18b8	57	issue #8423 extension factory failure › does not discard a concurrently loaded factory's provider		pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/8537-custom-message-tool-result-ordering.test.ts	sha256:5e8efab4a1961584a375ae9177e490ea491b268dc94552f3fa344d1b4e806b46	21	#8537 custom messages injected during tool execution › appends the message after the turn's tool results instead of between call and result		pending	unverified-case	proposal	next-regression-event-order	-
packages/coding-agent/test/suite/regressions/8537-custom-message-tool-result-ordering.test.ts	sha256:5e8efab4a1961584a375ae9177e490ea491b268dc94552f3fa344d1b4e806b46	61	#8537 custom messages injected during tool execution › keeps session entries and message events in the same order as agent state		pending	unverified-case	proposal	next-regression-event-order	-
packages/coding-agent/test/suite/regressions/8537-custom-message-tool-result-ordering.test.ts	sha256:5e8efab4a1961584a375ae9177e490ea491b268dc94552f3fa344d1b4e806b46	103	#8537 custom messages injected during tool execution › produces an llm history where every tool result follows its tool call		pending	unverified-case	proposal	next-regression-event-order	-
packages/coding-agent/test/suite/regressions/8611-thinking-toggle-pending-bash-output.test.ts	sha256:f06dee724fcf6e1e909ad72e7db0a99fe0bc165d64a41e9e6144ce734009b283	26	thinking visibility while a bash tool is running (#8611) › preserves partial bash output		pending	unverified-case	proposal	next-regression-pending-render	-
packages/coding-agent/test/suite/regressions/8724-in-memory-fork-active-tool.test.ts	sha256:ff0a60e741f639f712cb00c16ce3d840bde5ecf8ce18d6f62a6e2405cae2f241	22	regression #8724: in-memory fork during an active tool turn › does not append the aborted turn to the replacement session		pending	unverified-case	proposal	next-regression-fork-boundaries	-
packages/coding-agent/test/suite/regressions/8935-parallel-preflight-abort.test.ts	sha256:ec02410a0ed72f0ee4dee574da9dab55e7d3e77abea7102d07f650ca75a96536	16	#8935 parallel preflight abort › does not start prepared tools after a later preflight aborts		pending	unverified-case	proposal	next-regression-preflight-abort	-
packages/coding-agent/test/suite/regressions/8964-extension-provider-streaming.test.ts	sha256:c379190d9631400232636251edb9457ee95c7667d29297ac576acabc9deba92a	7	allows an extension command to use ctx.modelRegistry.%s	stream	pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/8964-extension-provider-streaming.test.ts	sha256:c379190d9631400232636251edb9457ee95c7667d29297ac576acabc9deba92a	7	allows an extension command to use ctx.modelRegistry.%s	streamSimple	pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/8989-fork-compaction-label-boundary.test.ts	sha256:5fed6fff1f8102587cd2676be2365685a10328679cc6af068c70f2d62ec94628	6	regression #8989 › preserves compaction context when a fork removes the boundary label		pending	unverified-case	proposal	next-regression-fork-boundaries	-
packages/coding-agent/test/suite/regressions/9068-user-bash-fail-closed.test.ts	sha256:ac50f627231a28486fb34ce8880dd994a56f6f8fcfef59ffef24fc0d07f9b07d	183	RPC user_bash failure handling (#9068) › $name	handler throws; executeCount=0	pending	unverified-case	proposal	next-regression-bash-operations	-
packages/coding-agent/test/suite/regressions/9068-user-bash-fail-closed.test.ts	sha256:ac50f627231a28486fb34ce8880dd994a56f6f8fcfef59ffef24fc0d07f9b07d	183	RPC user_bash failure handling (#9068) › $name	handler returns {}; executeCount=0	pending	unverified-case	proposal	next-regression-bash-operations	-
packages/coding-agent/test/suite/regressions/9068-user-bash-fail-closed.test.ts	sha256:ac50f627231a28486fb34ce8880dd994a56f6f8fcfef59ffef24fc0d07f9b07d	183	RPC user_bash failure handling (#9068) › $name	handler returns undefined; executeCount=1	pending	unverified-case	proposal	next-regression-bash-operations	-
packages/coding-agent/test/suite/regressions/9068-user-bash-fail-closed.test.ts	sha256:ac50f627231a28486fb34ce8880dd994a56f6f8fcfef59ffef24fc0d07f9b07d	223	Interactive user_bash failure handling (#9068) › fails closed for %s when a handler returns an empty result	!pwd; excludeFromContext=false	pending	unverified-case	proposal	next-regression-bash-operations	-
packages/coding-agent/test/suite/regressions/9068-user-bash-fail-closed.test.ts	sha256:ac50f627231a28486fb34ce8880dd994a56f6f8fcfef59ffef24fc0d07f9b07d	223	Interactive user_bash failure handling (#9068) › fails closed for %s when a handler returns an empty result	!!pwd; excludeFromContext=true	pending	unverified-case	proposal	next-regression-bash-operations	-
packages/coding-agent/test/suite/regressions/9178-tree-during-compaction.test.ts	sha256:21dee83475afbc7421e4c44594b51cd4f3666b68953fc91266de4ab0e305c482	18	issue #9178: tree navigation during manual compaction › rejects navigation before the active leaf can change		pending	unverified-case	proposal	next-regression-tree-guards	-
packages/coding-agent/test/suite/regressions/9178-tree-during-compaction.test.ts	sha256:21dee83475afbc7421e4c44594b51cd4f3666b68953fc91266de4ab0e305c482	69	issue #9178: tree navigation during manual compaction › rejects a second navigation while the first is waiting		pending	unverified-case	proposal	next-regression-tree-guards	-
packages/coding-agent/test/suite/regressions/9340-9777-auto-compaction-cancellation.test.ts	sha256:7e1894d5f9c014b61c1cbce24981910bb26c356f834ae42b461a8fa4008cbaf1	47	automatic compaction cancellation regressions › does not start post-run auto-compaction after abort		pending	unverified-case	proposal	next-regression-compaction-cancel	-
packages/coding-agent/test/suite/regressions/9340-9777-auto-compaction-cancellation.test.ts	sha256:7e1894d5f9c014b61c1cbce24981910bb26c356f834ae42b461a8fa4008cbaf1	78	automatic compaction cancellation regressions › cancels summarization authentication		pending	unverified-case	proposal	next-regression-compaction-cancel	-
packages/coding-agent/test/suite/regressions/9340-9777-auto-compaction-cancellation.test.ts	sha256:7e1894d5f9c014b61c1cbce24981910bb26c356f834ae42b461a8fa4008cbaf1	111	automatic compaction cancellation regressions › cancels synchronously from compaction_start		pending	unverified-case	proposal	next-regression-compaction-cancel	-
packages/coding-agent/test/suite/regressions/9340-9777-auto-compaction-cancellation.test.ts	sha256:7e1894d5f9c014b61c1cbce24981910bb26c356f834ae42b461a8fa4008cbaf1	126	automatic compaction cancellation regressions › reports %s as a failure	matching error text	pending	unverified-case	proposal	next-regression-compaction-cancel	-
packages/coding-agent/test/suite/regressions/9340-9777-auto-compaction-cancellation.test.ts	sha256:7e1894d5f9c014b61c1cbce24981910bb26c356f834ae42b461a8fa4008cbaf1	126	automatic compaction cancellation regressions › reports %s as a failure	an unrelated AbortError	pending	unverified-case	proposal	next-regression-compaction-cancel	-
packages/coding-agent/test/suite/regressions/9340-9777-auto-compaction-cancellation.test.ts	sha256:7e1894d5f9c014b61c1cbce24981910bb26c356f834ae42b461a8fa4008cbaf1	142	automatic compaction cancellation regressions › reports extension cancellation as aborted		pending	unverified-case	proposal	next-regression-compaction-cancel	-
packages/coding-agent/test/suite/regressions/9540-extension-loader-lazy.test.ts	sha256:d9fa808503eca882b7b812166051860a669b7cf312ed4a927cbc54808170affc	38	extension loader lazy imports › defers ordinary jiti and its virtual modules until importing an extension		pending	unverified-case	existing-task-reference	next-virtual-modules	-
packages/coding-agent/test/suite/regressions/9789-context-handler-system-messages.test.ts	sha256:c1a3b358edc5b5264a6d9b984874928cacb6043e14ec6ccf3ced3ca1a4975ff5	59	context handlers and system messages › keeps the prompt and tools when a handler slices from the compaction summary		pending	unverified-case	proposal	next-regression-context-system	-
packages/coding-agent/test/suite/regressions/9789-context-handler-system-messages.test.ts	sha256:c1a3b358edc5b5264a6d9b984874928cacb6043e14ec6ccf3ced3ca1a4975ff5	87	context handlers and system messages › keeps mid-conversation system messages in place when a handler leaves the conversation unchanged		pending	unverified-case	proposal	next-regression-context-system	-
packages/coding-agent/test/suite/regressions/9789-context-handler-system-messages.test.ts	sha256:c1a3b358edc5b5264a6d9b984874928cacb6043e14ec6ccf3ced3ca1a4975ff5	111	context handlers and system messages › applies in-place edits to event.messages without a return value		pending	unverified-case	proposal	next-regression-context-system	-
packages/coding-agent/test/suite/regressions/9789-context-handler-system-messages.test.ts	sha256:c1a3b358edc5b5264a6d9b984874928cacb6043e14ec6ccf3ced3ca1a4975ff5	135	context handlers and system messages › keeps system messages a handler adds after the replayed head		pending	unverified-case	proposal	next-regression-context-system	-
packages/coding-agent/test/suite/regressions/9789-context-handler-system-messages.test.ts	sha256:c1a3b358edc5b5264a6d9b984874928cacb6043e14ec6ccf3ced3ca1a4975ff5	165	context_with_system handlers › runs after context handlers on the restored transcript and sends its output verbatim		pending	unverified-case	proposal	next-regression-context-system	-
